PFA Team of the Year[170],PFA Team of the Year[170].1,PFA Team of the Year[170].2,PFA Team of the Year[170].3,PFA Team of the Year[170].4,PFA Team of the Year[170].5,PFA Team of the Year[170].6,PFA Team of the Year[170].7,PFA Team of the Year[170].8,PFA Team of the Year[170].9,PFA Team of the Year[170].10,PFA Team of the Year[170].11,PFA Team of the Year[170].12
Goalkeeper,David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United)
Defence,Kyle Walker (Manchester City),Kyle Walker (Manchester City),Kyle Walker (Manchester City),Nicolás Otamendi (Manchester City),Nicolás Otamendi (Manchester City),Nicolás Otamendi (Manchester City),Jan Vertonghen (Tottenham Hotspur),Jan Vertonghen (Tottenham Hotspur),Jan Vertonghen (Tottenham Hotspur),Marcos Alonso (Chelsea),Marcos Alonso (Chelsea),Marcos Alonso (Chelsea)
Midfield,Christian Eriksen (Tottenham Hotspur),Christian Eriksen (Tottenham Hotspur),Christian Eriksen (Tottenham Hotspur),Christian Eriksen (Tottenham Hotspur),Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),David Silva (Manchester City),David Silva (Manchester City),David Silva (Manchester City),David Silva (Manchester City)
Attack,Mohamed Salah (Liverpool),Mohamed Salah (Liverpool),Mohamed Salah (Liverpool),Mohamed Salah (Liverpool),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Sergio Agüero (Manchester City),Sergio Agüero (Manchester City),Sergio Agüero (Manchester City),Sergio Agüero (Manchester City)
,,,,,,,,,,,,
