PFA Team of the Year[citation needed],PFA Team of the Year[citation needed].1,PFA Team of the Year[citation needed].2,PFA Team of the Year[citation needed].3,PFA Team of the Year[citation needed].4,PFA Team of the Year[citation needed].5,PFA Team of the Year[citation needed].6,PFA Team of the Year[citation needed].7,PFA Team of the Year[citation needed].8,PFA Team of the Year[citation needed].9,PFA Team of the Year[citation needed].10,PFA Team of the Year[citation needed].11,Unnamed: 12
Goalkeeper,David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United)
Defenders,Pablo Zabaleta (Manchester City),Pablo Zabaleta (Manchester City),Pablo Zabaleta (Manchester City),Jan Vertonghen (Tottenham Hotspur),Jan Vertonghen (Tottenham Hotspur),Jan Vertonghen (Tottenham Hotspur),Rio Ferdinand (Manchester United),Rio Ferdinand (Manchester United),Rio Ferdinand (Manchester United),Leighton Baines (Everton),Leighton Baines (Everton),Leighton Baines (Everton)
Midfielders,Juan Mata (Chelsea),Juan Mata (Chelsea),Juan Mata (Chelsea),Eden Hazard (Chelsea),Eden Hazard (Chelsea),Eden Hazard (Chelsea),Michael Carrick (Manchester United),Michael Carrick (Manchester United),Michael Carrick (Manchester United),Gareth Bale (Tottenham Hotspur),Gareth Bale (Tottenham Hotspur),Gareth Bale (Tottenham Hotspur)
Forwards,Robin van Persie (Manchester United),Robin van Persie (Manchester United),Robin van Persie (Manchester United),Robin van Persie (Manchester United),Robin van Persie (Manchester United),Robin van Persie (Manchester United),Luis Suárez (Liverpool),Luis Suárez (Liverpool),Luis Suárez (Liverpool),Luis Suárez (Liverpool),Luis Suárez (Liverpool),Luis Suárez (Liverpool)
