PFA Team of the Year,PFA Team of the Year.1,PFA Team of the Year.2,PFA Team of the Year.3,PFA Team of the Year.4,PFA Team of the Year.5,PFA Team of the Year.6,PFA Team of the Year.7,PFA Team of the Year.8,PFA Team of the Year.9,PFA Team of the Year.10,PFA Team of the Year.11,PFA Team of the Year.12
Goalkeeper,Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United),Nigel Martyn (Leeds United)
Defenders,Gary Neville (Manchester United),Gary Neville (Manchester United),Gary Neville (Manchester United),Sol Campbell (Tottenham Hotspur),Sol Campbell (Tottenham Hotspur),Sol Campbell (Tottenham Hotspur),Jaap Stam (Manchester United),Jaap Stam (Manchester United),Jaap Stam (Manchester United),Denis Irwin (Manchester United),Denis Irwin (Manchester United),Denis Irwin (Manchester United)
Midfielders,David Beckham (Manchester United),David Beckham (Manchester United),David Beckham (Manchester United),Emmanuel Petit (Arsenal),Emmanuel Petit (Arsenal),Emmanuel Petit (Arsenal),Patrick Vieira (Arsenal),Patrick Vieira (Arsenal),Patrick Vieira (Arsenal),David Ginola (Tottenham Hotspur),David Ginola (Tottenham Hotspur),David Ginola (Tottenham Hotspur)
Forwards,Dwight Yorke (Manchester United),Dwight Yorke (Manchester United),Dwight Yorke (Manchester United),Dwight Yorke (Manchester United),Dwight Yorke (Manchester United),Dwight Yorke (Manchester United),Nicolas Anelka (Arsenal),Nicolas Anelka (Arsenal),Nicolas Anelka (Arsenal),Nicolas Anelka (Arsenal),Nicolas Anelka (Arsenal),Nicolas Anelka (Arsenal)
