PFA Team of the Year,PFA Team of the Year.1,PFA Team of the Year.2,PFA Team of the Year.3,PFA Team of the Year.4,PFA Team of the Year.5,PFA Team of the Year.6,PFA Team of the Year.7,PFA Team of the Year.8,PFA Team of the Year.9,PFA Team of the Year.10,PFA Team of the Year.11,PFA Team of the Year.12
Goalkeeper,David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal),David Seaman (Arsenal)
Defence,Gary Neville (Manchester United),Gary Neville (Manchester United),Gary Neville (Manchester United),Tony Adams (Arsenal),Tony Adams (Arsenal),Tony Adams (Arsenal),Mark Wright (Liverpool),Mark Wright (Liverpool),Mark Wright (Liverpool),Stig Inge Bjørnebye (Liverpool),Stig Inge Bjørnebye (Liverpool),Stig Inge Bjørnebye (Liverpool)
Midfield,David Beckham (Manchester United),David Beckham (Manchester United),David Beckham (Manchester United),Roy Keane (Manchester United),Roy Keane (Manchester United),Roy Keane (Manchester United),David Batty (Newcastle United),David Batty (Newcastle United),David Batty (Newcastle United),Steve McManaman (Liverpool),Steve McManaman (Liverpool),Steve McManaman (Liverpool)
Attack,Alan Shearer (Newcastle United),Alan Shearer (Newcastle United),Alan Shearer (Newcastle United),Alan Shearer (Newcastle United),Alan Shearer (Newcastle United),Alan Shearer (Newcastle United),Ian Wright (Arsenal),Ian Wright (Arsenal),Ian Wright (Arsenal),Ian Wright (Arsenal),Ian Wright (Arsenal),Ian Wright (Arsenal)
