PFA Team of the Year,PFA Team of the Year.1,PFA Team of the Year.2,PFA Team of the Year.3,PFA Team of the Year.4,PFA Team of the Year.5,PFA Team of the Year.6,PFA Team of the Year.7,PFA Team of the Year.8,PFA Team of the Year.9,PFA Team of the Year.10,PFA Team of the Year.11,Unnamed: 12
Goalkeeper,Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City),Joe Hart (Birmingham City)
Defenders,Patrice Evra (Manchester United),Patrice Evra (Manchester United),Patrice Evra (Manchester United),Branislav Ivanović (Chelsea),Branislav Ivanović (Chelsea),Branislav Ivanović (Chelsea),Thomas Vermaelen (Arsenal),Thomas Vermaelen (Arsenal),Thomas Vermaelen (Arsenal),Richard Dunne (Aston Villa),Richard Dunne (Aston Villa),Richard Dunne (Aston Villa)
Midfielders,James Milner (Aston Villa),James Milner (Aston Villa),James Milner (Aston Villa),Antonio Valencia (Manchester United),Antonio Valencia (Manchester United),Antonio Valencia (Manchester United),Darren Fletcher (Manchester United),Darren Fletcher (Manchester United),Darren Fletcher (Manchester United),Cesc Fàbregas (Arsenal),Cesc Fàbregas (Arsenal),Cesc Fàbregas (Arsenal)
Forwards,Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Didier Drogba (Chelsea),Didier Drogba (Chelsea),Didier Drogba (Chelsea),Didier Drogba (Chelsea),Didier Drogba (Chelsea),Didier Drogba (Chelsea)
