PFA Team of the Year[199],PFA Team of the Year[199].1,PFA Team of the Year[199].2,PFA Team of the Year[199].3,PFA Team of the Year[199].4,PFA Team of the Year[199].5,PFA Team of the Year[199].6,PFA Team of the Year[199].7,PFA Team of the Year[199].8,PFA Team of the Year[199].9,PFA Team of the Year[199].10,PFA Team of the Year[199].11,PFA Team of the Year[199].12
Goalkeeper,Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool),Alisson (Liverpool)
Defenders,Trent Alexander-Arnold (Liverpool),Trent Alexander-Arnold (Liverpool),Trent Alexander-Arnold (Liverpool),Virgil van Dijk (Liverpool),Virgil van Dijk (Liverpool),Virgil van Dijk (Liverpool),Antonio Rüdiger (Chelsea),Antonio Rüdiger (Chelsea),Antonio Rüdiger (Chelsea),João Cancelo (Manchester City),João Cancelo (Manchester City),João Cancelo (Manchester City)
Midfielders,Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),Thiago (Liverpool),Thiago (Liverpool),Thiago (Liverpool),Thiago (Liverpool),Bernardo Silva (Manchester City),Bernardo Silva (Manchester City),Bernardo Silva (Manchester City),Bernardo Silva (Manchester City)
Forwards,Mohamed Salah (Liverpool),Mohamed Salah (Liverpool),Mohamed Salah (Liverpool),Mohamed Salah (Liverpool),Cristiano Ronaldo (Manchester United),Cristiano Ronaldo (Manchester United),Cristiano Ronaldo (Manchester United),Cristiano Ronaldo (Manchester United),Sadio Mané (Liverpool),Sadio Mané (Liverpool),Sadio Mané (Liverpool),Sadio Mané (Liverpool)
,,,,,,,,,,,,
