PFA Team of the Year[157],PFA Team of the Year[157].1,PFA Team of the Year[157].2,PFA Team of the Year[157].3,PFA Team of the Year[157].4,PFA Team of the Year[157].5,PFA Team of the Year[157].6,PFA Team of the Year[157].7,PFA Team of the Year[157].8,PFA Team of the Year[157].9,PFA Team of the Year[157].10,PFA Team of the Year[157].11,PFA Team of the Year[157].12
Goalkeeper,David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United)
Defence,Héctor Bellerín (Arsenal),Héctor Bellerín (Arsenal),Héctor Bellerín (Arsenal),Toby Alderweireld (Tottenham Hotspur),Toby Alderweireld (Tottenham Hotspur),Toby Alderweireld (Tottenham Hotspur),Wes Morgan (Leicester City),Wes Morgan (Leicester City),Wes Morgan (Leicester City),Danny Rose (Tottenham Hotspur),Danny Rose (Tottenham Hotspur),Danny Rose (Tottenham Hotspur)
Midfield,Riyad Mahrez (Leicester City),Riyad Mahrez (Leicester City),Riyad Mahrez (Leicester City),Dele Alli (Tottenham Hotspur),Dele Alli (Tottenham Hotspur),Dele Alli (Tottenham Hotspur),N'Golo Kanté (Leicester City),N'Golo Kanté (Leicester City),N'Golo Kanté (Leicester City),Dimitri Payet (West Ham United),Dimitri Payet (West Ham United),Dimitri Payet (West Ham United)
Attack,Jamie Vardy (Leicester City),Jamie Vardy (Leicester City),Jamie Vardy (Leicester City),Jamie Vardy (Leicester City),Jamie Vardy (Leicester City),Jamie Vardy (Leicester City),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur)
