PFA Team of the Year[104],PFA Team of the Year[104].1,PFA Team of the Year[104].2,PFA Team of the Year[104].3,PFA Team of the Year[104].4,PFA Team of the Year[104].5,PFA Team of the Year[104].6,PFA Team of the Year[104].7,PFA Team of the Year[104].8,PFA Team of the Year[104].9,PFA Team of the Year[104].10,PFA Team of the Year[104].11,PFA Team of the Year[104].12
Goalkeeper,David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United)
Defence,Branislav Ivanović (Chelsea),Branislav Ivanović (Chelsea),Branislav Ivanović (Chelsea),John Terry (Chelsea),John Terry (Chelsea),John Terry (Chelsea),Gary Cahill (Chelsea),Gary Cahill (Chelsea),Gary Cahill (Chelsea),Ryan Bertrand (Southampton),Ryan Bertrand (Southampton),Ryan Bertrand (Southampton)
Midfield,Alexis Sánchez (Arsenal),Alexis Sánchez (Arsenal),Alexis Sánchez (Arsenal),Nemanja Matić (Chelsea),Nemanja Matić (Chelsea),Nemanja Matić (Chelsea),Philippe Coutinho (Liverpool),Philippe Coutinho (Liverpool),Philippe Coutinho (Liverpool),Eden Hazard (Chelsea),Eden Hazard (Chelsea),Eden Hazard (Chelsea)
Attack,Diego Costa (Chelsea),Diego Costa (Chelsea),Diego Costa (Chelsea),Diego Costa (Chelsea),Diego Costa (Chelsea),Diego Costa (Chelsea),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur)
