PFA Team of the Year[150],PFA Team of the Year[150].1,PFA Team of the Year[150].2,PFA Team of the Year[150].3,PFA Team of the Year[150].4,PFA Team of the Year[150].5,PFA Team of the Year[150].6,PFA Team of the Year[150].7,PFA Team of the Year[150].8,PFA Team of the Year[150].9,PFA Team of the Year[150].10,PFA Team of the Year[150].11,PFA Team of the Year[150].12
Goalkeeper,David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United),David de Gea (Manchester United)
Defence,Kyle Walker (Tottenham Hotspur),Kyle Walker (Tottenham Hotspur),Kyle Walker (Tottenham Hotspur),Gary Cahill (Chelsea),Gary Cahill (Chelsea),Gary Cahill (Chelsea),David Luiz (Chelsea),David Luiz (Chelsea),David Luiz (Chelsea),Danny Rose (Tottenham Hotspur),Danny Rose (Tottenham Hotspur),Danny Rose (Tottenham Hotspur)
Midfield,Eden Hazard (Chelsea),Eden Hazard (Chelsea),Eden Hazard (Chelsea),Dele Alli (Tottenham Hotspur),Dele Alli (Tottenham Hotspur),Dele Alli (Tottenham Hotspur),N'Golo Kanté (Chelsea),N'Golo Kanté (Chelsea),N'Golo Kanté (Chelsea),Sadio Mané (Liverpool),Sadio Mané (Liverpool),Sadio Mané (Liverpool)
Attack,Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Romelu Lukaku (Everton),Romelu Lukaku (Everton),Romelu Lukaku (Everton),Romelu Lukaku (Everton),Romelu Lukaku (Everton),Romelu Lukaku (Everton)
