PFA Team of the Year[74],PFA Team of the Year[74].1,PFA Team of the Year[74].2,PFA Team of the Year[74].3,PFA Team of the Year[74].4,PFA Team of the Year[74].5,PFA Team of the Year[74].6,PFA Team of the Year[74].7,PFA Team of the Year[74].8,PFA Team of the Year[74].9,PFA Team of the Year[74].10,PFA Team of the Year[74].11,Unnamed: 12
Goalkeeper,Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City),Joe Hart (Manchester City)
Defenders,Kyle Walker (Tottenham Hotspur),Kyle Walker (Tottenham Hotspur),Kyle Walker (Tottenham Hotspur),Vincent Kompany (Manchester City),Vincent Kompany (Manchester City),Vincent Kompany (Manchester City),Fabricio Coloccini (Newcastle United),Fabricio Coloccini (Newcastle United),Fabricio Coloccini (Newcastle United),Leighton Baines (Everton),Leighton Baines (Everton),Leighton Baines (Everton)
Midfielders,David Silva (Manchester City),David Silva (Manchester City),David Silva (Manchester City),Yaya Touré (Manchester City),Yaya Touré (Manchester City),Yaya Touré (Manchester City),Scott Parker (Tottenham Hotspur),Scott Parker (Tottenham Hotspur),Scott Parker (Tottenham Hotspur),Gareth Bale (Tottenham Hotspur),Gareth Bale (Tottenham Hotspur),Gareth Bale (Tottenham Hotspur)
Forwards,Robin van Persie (Arsenal),Robin van Persie (Arsenal),Robin van Persie (Arsenal),Robin van Persie (Arsenal),Robin van Persie (Arsenal),Robin van Persie (Arsenal),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United),Wayne Rooney (Manchester United)
