PFA Team of the Year[180],PFA Team of the Year[180].1,PFA Team of the Year[180].2,PFA Team of the Year[180].3,PFA Team of the Year[180].4,PFA Team of the Year[180].5,PFA Team of the Year[180].6,PFA Team of the Year[180].7,PFA Team of the Year[180].8,PFA Team of the Year[180].9,PFA Team of the Year[180].10,PFA Team of the Year[180].11,PFA Team of the Year[180].12
Goalkeeper,Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal),Aaron Ramsdale (Arsenal)
Defenders,Kieran Trippier (Newcastle United),Kieran Trippier (Newcastle United),Kieran Trippier (Newcastle United),Rúben Dias (Manchester City),Rúben Dias (Manchester City),Rúben Dias (Manchester City),John Stones (Manchester City),John Stones (Manchester City),John Stones (Manchester City),William Saliba (Arsenal),William Saliba (Arsenal),William Saliba (Arsenal)
Midfielders,Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),Kevin De Bruyne (Manchester City),Rodri (Manchester City),Rodri (Manchester City),Rodri (Manchester City),Rodri (Manchester City),Martin Ødegaard (Arsenal),Martin Ødegaard (Arsenal),Martin Ødegaard (Arsenal),Martin Ødegaard (Arsenal)
Forwards,Bukayo Saka (Arsenal),Bukayo Saka (Arsenal),Bukayo Saka (Arsenal),Bukayo Saka (Arsenal),Erling Haaland (Manchester City),Erling Haaland (Manchester City),Erling Haaland (Manchester City),Erling Haaland (Manchester City),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur),Harry Kane (Tottenham Hotspur)
,,,,,,,,,,,,
