PFA Team of the Year,PFA Team of the Year.1,PFA Team of the Year.2,PFA Team of the Year.3,PFA Team of the Year.4,PFA Team of the Year.5,PFA Team of the Year.6,PFA Team of the Year.7,PFA Team of the Year.8,PFA Team of the Year.9,PFA Team of the Year.10,PFA Team of the Year.11,PFA Team of the Year.12
Goalkeeper,Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United),Fabien Barthez (Manchester United)
Defence,Stephen Carr (Tottenham Hotspur),Stephen Carr (Tottenham Hotspur),Stephen Carr (Tottenham Hotspur),Jaap Stam (Manchester United),Jaap Stam (Manchester United),Jaap Stam (Manchester United),Wes Brown (Manchester United),Wes Brown (Manchester United),Wes Brown (Manchester United),Sylvinho (Arsenal),Sylvinho (Arsenal),Sylvinho (Arsenal)
Midfield,Steven Gerrard (Liverpool),Steven Gerrard (Liverpool),Steven Gerrard (Liverpool),Roy Keane (Manchester United),Roy Keane (Manchester United),Roy Keane (Manchester United),Patrick Vieira (Arsenal),Patrick Vieira (Arsenal),Patrick Vieira (Arsenal),Ryan Giggs (Manchester United),Ryan Giggs (Manchester United),Ryan Giggs (Manchester United)
Attack,Teddy Sheringham (Manchester United),Teddy Sheringham (Manchester United),Teddy Sheringham (Manchester United),Teddy Sheringham (Manchester United),Teddy Sheringham (Manchester United),Teddy Sheringham (Manchester United),Thierry Henry (Arsenal),Thierry Henry (Arsenal),Thierry Henry (Arsenal),Thierry Henry (Arsenal),Thierry Henry (Arsenal),Thierry Henry (Arsenal)
